kanji	kanji_meaning	kanji_readings	kanji_strokes	component	component_meaning
研	sharpen	ケン、とぐ	9.0	ノ	
砕	smash	サイ、くだく、くだける	9.0	ノ	
砕	smash	サイ、くだく、くだける	9.0	口	mouth
砕	smash	サイ、くだく、くだける	9.0	十	ten
砕	smash	サイ、くだく、くだける	9.0	石	stone
砕	smash	サイ、くだく、くだける	9.0	九	nine
砲	cannon	ホウ	10.0	口	mouth
砲	cannon	ホウ	10.0	石	stone
砲	cannon	ホウ	10.0	勹	wrap
砲	cannon	ホウ	10.0	已	
破	rend	ハ、やぶる、やぶれる	10.0	口	mouth
破	rend	ハ、やぶる、やぶれる	10.0	石	stone
破	rend	ハ、やぶる、やぶれる	10.0	皮	skin
破	rend	ハ、やぶる、やぶれる	10.0	又	again
硝	nitrate	ショウ	12.0	月	moon
硝	nitrate	ショウ	12.0	口	mouth
硝	nitrate	ショウ	12.0	⺌	small
硝	nitrate	ショウ	12.0	石	stone
硫	sulphur	リュウ	12.0	口	mouth
硫	sulphur	リュウ	12.0	石	stone
硫	sulphur	リュウ	12.0	川	river
硫	sulphur	リュウ	12.0	亠	lid
硫	sulphur	リュウ	12.0	厶	private
硬	stiff	コウ、かたい	12.0	ノ	
硬	stiff	コウ、かたい	12.0	一	one
硬	stiff	コウ、かたい	12.0	口	mouth
硬	stiff	コウ、かたい	12.0	石	stone
硬	stiff	コウ、かたい	12.0	日	sun
碁	Go	ゴ	13.0	｜	
碁	Go	ゴ	13.0	一	one
碁	Go	ゴ	13.0	口	mouth
碁	Go	ゴ	13.0	石	stone
碁	Go	ゴ	13.0	二	two
碁	Go	ゴ	13.0	ハ	
碑	tombstone	ヒ	14.0	口	mouth
碑	tombstone	ヒ	14.0	十	ten
碑	tombstone	ヒ	14.0	石	stone
碑	tombstone	ヒ	14.0	田	field
確	certain	カク、たしか、たしかめる	15.0	口	mouth
確	certain	カク、たしか、たしかめる	15.0	石	stone
確	certain	カク、たしか、たしかめる	15.0	宀	roof
確	certain	カク、たしか、たしかめる	15.0	隹	short-tailed bird
磁	magnet	ジ	14.0	一	one
磁	magnet	ジ	14.0	口	mouth
磁	magnet	ジ	14.0	石	stone
磁	magnet	ジ	14.0	并	
磁	magnet	ジ	14.0	幺	short thread
磨	grind	マ、みがく	16.0	口	mouth
磨	grind	マ、みがく	16.0	石	stone
磨	grind	マ、みがく	16.0	木	tree
磨	grind	マ、みがく	16.0	广	dotted cliff
磨	grind	マ、みがく	16.0	麻	hemp
礁	reef	ショウ	17.0	口	mouth
礁	reef	ショウ	17.0	石	stone
礁	reef	ショウ	17.0	灬	fire
礁	reef	ショウ	17.0	隹	short-tailed bird
礎	cornerstone	ソ、いしずえ	18.0	口	mouth
礎	cornerstone	ソ、いしずえ	18.0	石	stone
礎	cornerstone	ソ、いしずえ	18.0	疋	bolt of cloth
礎	cornerstone	ソ、いしずえ	18.0	木	tree
示	indicate	ジ、シ、しめす	5.0	示	spirit
示	indicate	ジ、シ、しめす	5.0	二	two
示	indicate	ジ、シ、しめす	5.0	小	small
礼	thanks	レイ、ライ	5.0	乙	second
礼	thanks	レイ、ライ	5.0	礻	spirit
社	company	シャ、やしろ	7.0	土	earth
社	company	シャ、やしろ	7.0	礻	spirit
祈	pray	キ、いのる	8.0	斤	axe
祈	pray	キ、いのる	8.0	礻	spirit
祉	welfare	シ	8.0	止	stop
祉	welfare	シ	8.0	礻	spirit
祖	ancestor	ソ	9.0	一	one
祖	ancestor	ソ	9.0	目	eye
祖	ancestor	ソ	9.0	礻	spirit
祝	celebrate	シュク、シュウ、いわう	9.0	口	mouth
祝	celebrate	シュク、シュウ、いわう	9.0	礻	spirit
祝	celebrate	シュク、シュウ、いわう	9.0	儿	son, legs
神	god	シン、ジン、かみ、かん、こう	9.0	｜	
神	god	シン、ジン、かみ、かん、こう	9.0	日	sun
神	god	シン、ジン、かみ、かん、こう	9.0	礻	spirit
神	god	シン、ジン、かみ、かん、こう	9.0	田	field
祥	auspicious	ショウ	10.0	王	jade
祥	auspicious	ショウ	10.0	并	
祥	auspicious	ショウ	10.0	羊	sheep
祥	auspicious	ショウ	10.0	礻	spirit
票	ballot	ヒョウ	11.0	示	spirit
票	ballot	ヒョウ	11.0	二	two
票	ballot	ヒョウ	11.0	小	small
票	ballot	ヒョウ	11.0	西	cover
祭	festival	サイ、まつる、まつり	11.0	示	spirit
祭	festival	サイ、まつる、まつり	11.0	二	two
祭	festival	サイ、まつる、まつり	11.0	小	small
祭	festival	サイ、まつる、まつり	11.0	𠆢	
祭	festival	サイ、まつる、まつり	11.0	癶	footsteps
禁	prohibition	キン	13.0	示	spirit
禁	prohibition	キン	13.0	二	two
禁	prohibition	キン	13.0	小	small
禁	prohibition	キン	13.0	木	tree
禅	Zen	ゼン	13.0	十	ten
禅	Zen	ゼン	13.0	⺌	small
禅	Zen	ゼン	13.0	田	field
禅	Zen	ゼン	13.0	礻	spirit
禍	calamity	カ	13.0	口	mouth
禍	calamity	カ	13.0	礻	spirit
禍	calamity	カ	13.0	冂	wide
福	luck	フク	13.0	一	one
福	luck	フク	13.0	口	mouth
福	luck	フク	13.0	田	field
福	luck	フク	13.0	礻	spirit
秀	excel	シュウ、ひいでる	7.0	乃	
秀	excel	シュウ、ひいでる	7.0	禾	grain
私	me	シ、わたくし、わたし	7.0	禾	grain
私	me	シ、わたくし、わたし	7.0	厶	private
秋	autumn	シュウ、あき	9.0	火	fire
秋	autumn	シュウ、あき	9.0	禾	grain
科	section	カ	9.0	禾	grain
科	section	カ	9.0	斗	dipper
秒	second (part of time)	ビョウ	9.0	ノ	
秒	second (part of time)	ビョウ	9.0	禾	grain
秒	second (part of time)	ビョウ	9.0	小	small
秘	secret	ヒ、ひめる	10.0	ノ	
秘	secret	ヒ、ひめる	10.0	禾	grain
秘	secret	ヒ、ひめる	10.0	心	heart
秘	secret	ヒ、ひめる	10.0	丶	dot
租	tariff	ソ	10.0	一	one
租	tariff	ソ	10.0	禾	grain
租	tariff	ソ	10.0	目	eye
秩	regularity	チツ	10.0	ノ	
秩	regularity	チツ	10.0	禾	grain
秩	regularity	チツ	10.0	人	man
秩	regularity	チツ	10.0	土	earth
秩	regularity	チツ	10.0	大	big
称	appellation	ショウ	10.0	ノ	
称	appellation	ショウ	10.0	禾	grain
称	appellation	ショウ	10.0	小	small
称	appellation	ショウ	10.0	一	one
移	shift	イ、うつる、うつす	11.0	禾	grain
移	shift	イ、うつる、うつす	11.0	夕	evening
程	extent	テイ、ほど	12.0	王	jade
程	extent	テイ、ほど	12.0	禾	grain
程	extent	テイ、ほど	12.0	口	mouth
税	tax	ゼイ	12.0	禾	grain
税	tax	ゼイ	12.0	口	mouth
税	tax	ゼイ	12.0	并	
税	tax	ゼイ	12.0	儿	son, legs
稚	immature	チ	13.0	禾	grain
稚	immature	チ	13.0	隹	short-tailed bird
種	kind	シュ、たね	14.0	｜	
種	kind	シュ、たね	14.0	禾	grain
種	kind	シュ、たね	14.0	日	sun
種	kind	シュ、たね	14.0	里	village
稲	rice plant	トウ、いね、いな	14.0	｜	
稲	rice plant	トウ、いね、いな	14.0	禾	grain
稲	rice plant	トウ、いね、いな	14.0	爪	claw
稲	rice plant	トウ、いね、いな	14.0	日	sun
稼	earnings	カ、かせぐ	15.0	禾	grain
稼	earnings	カ、かせぐ	15.0	宀	roof
稼	earnings	カ、かせぐ	15.0	豕	pig
稽	consider	ケイ	15.0	禾	grain
稽	consider	ケイ	15.0	日	sun
稽	consider	ケイ	15.0	匕	spoon
稽	consider	ケイ	15.0	尤	
稿	draft	コウ	15.0	禾	grain
稿	draft	コウ	15.0	口	mouth
稿	draft	コウ	15.0	高	tall
稿	draft	コウ	15.0	亠	lid
稿	draft	コウ	15.0	冂	wide
穀	cereals	コク	14.0	禾	grain
穀	cereals	コク	14.0	士	scholar
穀	cereals	コク	14.0	冖	cloth cover
穀	cereals	コク	14.0	殳	weapon
穀	cereals	コク	14.0	几	table
穀	cereals	コク	14.0	又	again
穂	ear	スイ、ほ	15.0	禾	grain
穂	ear	スイ、ほ	15.0	十	ten
穂	ear	スイ、ほ	15.0	心	heart
穂	ear	スイ、ほ	15.0	田	field
積	accumulate	セキ、つむ、つもる	16.0	禾	grain
積	accumulate	セキ、つむ、つもる	16.0	貝	shell
積	accumulate	セキ、つむ、つもる	16.0	目	eye
積	accumulate	セキ、つむ、つもる	16.0	ハ	
積	accumulate	セキ、つむ、つもる	16.0	土	earth
積	accumulate	セキ、つむ、つもる	16.0	亠	lid
穏	calm	オン、おだやか	16.0	ヨ	
穏	calm	オン、おだやか	16.0	禾	grain
穏	calm	オン、おだやか	16.0	心	heart
穏	calm	オン、おだやか	16.0	爪	claw
穫	harvest	カク	18.0	禾	grain
穫	harvest	カク	18.0	又	again
穫	harvest	カク	18.0	⺾	
穫	harvest	カク	18.0	隹	short-tailed bird
穴	hole	ケツ、あな	5.0	穴	cave
穴	hole	ケツ、あな	5.0	ハ	
穴	hole	ケツ、あな	5.0	宀	roof
究	research	キュウ、きわめる	7.0	穴	cave
究	research	キュウ、きわめる	7.0	九	nine
究	research	キュウ、きわめる	7.0	儿	son, legs
究	research	キュウ、きわめる	7.0	宀	roof
空	sky	クウ、そら、あく、あける、から	8.0	穴	cave
空	sky	クウ、そら、あく、あける、から	8.0	工	work
空	sky	クウ、そら、あく、あける、から	8.0	儿	son, legs
空	sky	クウ、そら、あく、あける、から	8.0	宀	roof
突	stab	トツ、つく	8.0	穴	cave
突	stab	トツ、つく	8.0	大	big
突	stab	トツ、つく	8.0	儿	son, legs
突	stab	トツ、つく	8.0	宀	roof
窃	stealth	セツ	9.0	穴	cave
窃	stealth	セツ	9.0	刀	knife
窃	stealth	セツ	9.0	儿	son, legs
窃	stealth	セツ	9.0	匕	spoon
窃	stealth	セツ	9.0	宀	roof
窒	plug up	チツ	11.0	一	one
窒	plug up	チツ	11.0	穴	cave
窒	plug up	チツ	11.0	至	arrive
窒	plug up	チツ	11.0	土	earth
窒	plug up	チツ	11.0	儿	son, legs
窒	plug up	チツ	11.0	厶	private
窒	plug up	チツ	11.0	宀	roof
窓	window	ソウ、まど	11.0	穴	cave
窓	window	ソウ、まど	11.0	心	heart
窓	window	ソウ、まど	11.0	儿	son, legs
窓	window	ソウ、まど	11.0	厶	private
窓	window	ソウ、まど	11.0	宀	roof
窟	cavern	クツ	13.0	｜	
窟	cavern	クツ	13.0	穴	cave
窟	cavern	クツ	13.0	山	mountain
窟	cavern	クツ	13.0	儿	son, legs
窟	cavern	クツ	13.0	宀	roof
窟	cavern	クツ	13.0	尸	corpse
窮	hard up	キュウ、きわめる、きわまる	15.0	弓	bow
窮	hard up	キュウ、きわめる、きわまる	15.0	穴	cave
窮	hard up	キュウ、きわめる、きわまる	15.0	身	body
窮	hard up	キュウ、きわめる、きわまる	15.0	儿	son, legs
窮	hard up	キュウ、きわめる、きわまる	15.0	宀	roof
窯	kiln	ヨウ、かま	15.0	王	jade
窯	kiln	ヨウ、かま	15.0	穴	cave
窯	kiln	ヨウ、かま	15.0	并	
窯	kiln	ヨウ、かま	15.0	羊	sheep
窯	kiln	ヨウ、かま	15.0	儿	son, legs
窯	kiln	ヨウ、かま	15.0	宀	roof
窯	kiln	ヨウ、かま	15.0	灬	fire
立	stand up	リツ、リュウ、たつ、たてる	5.0	立	stand
竜	dragon	リュウ、たつ	10.0	立	stand
竜	dragon	リュウ、たつ	10.0	竜	dragon
竜	dragon	リュウ、たつ	10.0	田	field
竜	dragon	リュウ、たつ	10.0	乙	second
章	chapter	ショウ	11.0	音	sound
章	chapter	ショウ	11.0	十	ten
章	chapter	ショウ	11.0	日	sun
章	chapter	ショウ	11.0	立	stand
童	juvenile	ドウ、わらべ	12.0	里	village
童	juvenile	ドウ、わらべ	12.0	立	stand
端	edge	タン、はし、は、はた	14.0	山	mountain
端	edge	タン、はし、は、はた	14.0	而	and
端	edge	タン、はし、は、はた	14.0	立	stand
競	compete	キョウ、ケイ、きそう、せる	20.0	口	mouth
競	compete	キョウ、ケイ、きそう、せる	20.0	立	stand
競	compete	キョウ、ケイ、きそう、せる	20.0	儿	son, legs
竹	bamboo	チク、たけ	6.0	竹	bamboo
笑	laugh	ショウ、わらう、えむ	10.0	禾	grain
笑	laugh	ショウ、わらう、えむ	10.0	竹	bamboo
笑	laugh	ショウ、わらう、えむ	10.0	大	big
笛	flute	テキ、ふえ	11.0	｜	
笛	flute	テキ、ふえ	11.0	竹	bamboo
笛	flute	テキ、ふえ	11.0	日	sun
笛	flute	テキ、ふえ	11.0	田	field
符	token	フ	11.0	⺅	
符	token	フ	11.0	寸	inch
符	token	フ	11.0	竹	bamboo
第	ordinal number prefix	ダイ	11.0	弓	bow
第	ordinal number prefix	ダイ	11.0	竹	bamboo
筆	writing brush	ヒツ、ふで	12.0	竹	bamboo
筆	writing brush	ヒツ、ふで	12.0	聿	brush
等	class	トウ、ひとしい	12.0	寸	inch
等	class	トウ、ひとしい	12.0	竹	bamboo
等	class	トウ、ひとしい	12.0	土	earth
筋	muscle	キン、すじ	12.0	月	moon
筋	muscle	キン、すじ	12.0	竹	bamboo
筋	muscle	キン、すじ	12.0	力	power
筒	cylinder	トウ、つつ	12.0	口	mouth
筒	cylinder	トウ、つつ	12.0	竹	bamboo
筒	cylinder	トウ、つつ	12.0	冂	wide
答	answer	トウ、こたえる、こたえ	12.0	口	mouth
答	answer	トウ、こたえる、こたえ	12.0	竹	bamboo
答	answer	トウ、こたえる、こたえ	12.0	𠆢	
策	scheme	サク	12.0	｜	
策	scheme	サク	12.0	巾	turban
策	scheme	サク	12.0	竹	bamboo
策	scheme	サク	12.0	ハ	
策	scheme	サク	12.0	木	tree
策	scheme	サク	12.0	亅	hook
策	scheme	サク	12.0	冂	wide
箇	counters for things	カ	14.0	口	mouth
箇	counters for things	カ	14.0	十	ten
箇	counters for things	カ	14.0	竹	bamboo
箇	counters for things	カ	14.0	囗	enclosure
箋	paper	セン	14.0	竹	bamboo
箋	paper	セン	14.0	戈	halberd
算	calculate	サン	14.0	竹	bamboo
算	calculate	サン	14.0	目	eye
算	calculate	サン	14.0	廾	arch
管	pipe	カン、くだ	14.0	口	mouth
管	pipe	カン、くだ	14.0	竹	bamboo
管	pipe	カン、くだ	14.0	宀	roof
箱	box	はこ	15.0	竹	bamboo
箱	box	はこ	15.0	木	tree
箱	box	はこ	15.0	目	eye
節	node	セツ、セチ、ふし	13.0	艮	stopping
節	node	セツ、セチ、ふし	13.0	竹	bamboo
節	node	セツ、セチ、ふし	13.0	卩	seal (device)
範	pattern	ハン	15.0	乙	second
範	pattern	ハン	15.0	車	cart
範	pattern	ハン	15.0	竹	bamboo
範	pattern	ハン	15.0	卩	seal (device)
築	fabricate	チク、きずく	16.0	工	work
築	fabricate	チク、きずく	16.0	竹	bamboo
築	fabricate	チク、きずく	16.0	木	tree
築	fabricate	チク、きずく	16.0	丶	dot
築	fabricate	チク、きずく	16.0	几	table
篤	fervent	トク	16.0	竹	bamboo
篤	fervent	トク	16.0	灬	fire
篤	fervent	トク	16.0	馬	horse
簡	simplicity	カン	18.0	竹	bamboo
簡	simplicity	カン	18.0	日	sun
簡	simplicity	カン	18.0	門	gate
簿	register	ボ	19.0	十	ten
簿	register	ボ	19.0	氵	water
簿	register	ボ	19.0	寸	inch
簿	register	ボ	19.0	竹	bamboo
簿	register	ボ	19.0	田	field
簿	register	ボ	19.0	丶	dot
籍	enroll	セキ	20.0	｜	
籍	enroll	セキ	20.0	一	one
籍	enroll	セキ	20.0	竹	bamboo
籍	enroll	セキ	20.0	土	earth
籍	enroll	セキ	20.0	日	sun
籍	enroll	セキ	20.0	ハ	
籍	enroll	セキ	20.0	木	tree
籍	enroll	セキ	20.0	亠	lid
籍	enroll	セキ	20.0	耒	plough
籠	basket	ロウ、かご、こもる	22.0	月	moon
籠	basket	ロウ、かご、こもる	22.0	竹	bamboo
籠	basket	ロウ、かご、こもる	22.0	立	stand
米	rice	ベイ、マイ、こめ	6.0	米	rice
粉	flour	フン、こ、こな	10.0	刀	knife
粉	flour	フン、こ、こな	10.0	并	
粉	flour	フン、こ、こな	10.0	米	rice
粉	flour	フン、こ、こな	10.0	ハ	
粋	chic	スイ、いき	10.0	九	nine
粋	chic	スイ、いき	10.0	十	ten
粋	chic	スイ、いき	10.0	米	rice
粒	grains	リュウ、つぶ	11.0	米	rice
粒	grains	リュウ、つぶ	11.0	立	stand
粗	coarse	ソ、あらい	11.0	一	one
粗	coarse	ソ、あらい	11.0	米	rice
粗	coarse	ソ、あらい	11.0	目	eye
粘	sticky	ネン、ねばる	11.0	口	mouth
粘	sticky	ネン、ねばる	11.0	米	rice
粘	sticky	ネン、ねばる	11.0	卜	divination
粛	solemn	シュク	11.0	｜	
粛	solemn	シュク	11.0	ノ	
粛	solemn	シュク	11.0	ヨ	
粛	solemn	シュク	11.0	米	rice
粛	solemn	シュク	11.0	隶	slave
粧	cosmetics	ショウ	12.0	土	earth
粧	cosmetics	ショウ	12.0	米	rice
粧	cosmetics	ショウ	12.0	广	dotted cliff
精	refined	セイ、ショウ	14.0	月	moon
精	refined	セイ、ショウ	14.0	青	blue
精	refined	セイ、ショウ	14.0	土	earth
精	refined	セイ、ショウ	14.0	二	two
精	refined	セイ、ショウ	14.0	米	rice
精	refined	セイ、ショウ	14.0	亠	lid
糖	sugar	トウ	16.0	口	mouth
糖	sugar	トウ	16.0	米	rice
糖	sugar	トウ	16.0	广	dotted cliff
糧	provisions	リョウ、ロウ、かて	18.0	一	one
糧	provisions	リョウ、ロウ、かて	18.0	日	sun
糧	provisions	リョウ、ロウ、かて	18.0	米	rice
糧	provisions	リョウ、ロウ、かて	18.0	里	village
糸	thread	シ、いと	6.0	糸	silk
糸	thread	シ、いと	6.0	幺	short thread
糸	thread	シ、いと	6.0	小	small
系	lineage	ケイ	7.0	ノ	
系	lineage	ケイ	7.0	糸	silk
系	lineage	ケイ	7.0	幺	short thread
系	lineage	ケイ	7.0	小	small
糾	twist	キュウ	9.0	｜	
糾	twist	キュウ	9.0	糸	silk
糾	twist	キュウ	9.0	幺	short thread
糾	twist	キュウ	9.0	小	small
糾	twist	キュウ	9.0	十	ten
紀	chronicle	キ	9.0	糸	silk
紀	chronicle	キ	9.0	幺	short thread
紀	chronicle	キ	9.0	小	small
紀	chronicle	キ	9.0	已	
約	promise	ヤク	9.0	糸	silk
約	promise	ヤク	9.0	幺	short thread
約	promise	ヤク	9.0	小	small
約	promise	ヤク	9.0	丶	dot
約	promise	ヤク	9.0	勹	wrap
紅	deep red	コウ、ク、べに、くれない	9.0	工	work
紅	deep red	コウ、ク、べに、くれない	9.0	糸	silk
紅	deep red	コウ、ク、べに、くれない	9.0	幺	short thread
紅	deep red	コウ、ク、べに、くれない	9.0	小	small
紋	family crest	モン	10.0	糸	silk
紋	family crest	モン	10.0	幺	short thread
紋	family crest	モン	10.0	小	small
紋	family crest	モン	10.0	文	script
納	settlement	ノウ、ナッ、ナ、ナン、トウ、おさめる、おさまる	10.0	糸	silk
納	settlement	ノウ、ナッ、ナ、ナン、トウ、おさめる、おさまる	10.0	幺	short thread
納	settlement	ノウ、ナッ、ナ、ナン、トウ、おさめる、おさまる	10.0	小	small
納	settlement	ノウ、ナッ、ナ、ナン、トウ、おさめる、おさまる	10.0	人	man
納	settlement	ノウ、ナッ、ナ、ナン、トウ、おさめる、おさまる	10.0	冂	wide
純	genuine	ジュン	10.0	糸	silk
純	genuine	ジュン	10.0	幺	short thread
純	genuine	ジュン	10.0	小	small
純	genuine	ジュン	10.0	屯	barracks
紙	paper	シ、かみ	10.0	氏	clan
紙	paper	シ、かみ	10.0	糸	silk
紙	paper	シ、かみ	10.0	幺	short thread
紙	paper	シ、かみ	10.0	小	small
級	rank	キュウ	9.0	ノ	
級	rank	キュウ	9.0	糸	silk
級	rank	キュウ	9.0	幺	short thread
級	rank	キュウ	9.0	小	small
級	rank	キュウ	9.0	及	reach out
紛	distract	フン、まぎれる、まぎらす、まぎらわす、まぎらわしい	10.0	糸	silk
紛	distract	フン、まぎれる、まぎらす、まぎらわす、まぎらわしい	10.0	幺	short thread
紛	distract	フン、まぎれる、まぎらす、まぎらわす、まぎらわしい	10.0	小	small
紛	distract	フン、まぎれる、まぎらす、まぎらわす、まぎらわしい	10.0	刀	knife
紛	distract	フン、まぎれる、まぎらす、まぎらわす、まぎらわしい	10.0	ハ	
素	elementary	ソ、ス	10.0	糸	silk
素	elementary	ソ、ス	10.0	幺	short thread
素	elementary	ソ、ス	10.0	小	small
素	elementary	ソ、ス	10.0	土	earth
素	elementary	ソ、ス	10.0	亠	lid
紡	spinning	ボウ、つむぐ	10.0	糸	silk
紡	spinning	ボウ、つむぐ	10.0	幺	short thread
紡	spinning	ボウ、つむぐ	10.0	小	small
紡	spinning	ボウ、つむぐ	10.0	方	square
索	cord	サク	10.0	糸	silk
索	cord	サク	10.0	幺	short thread
索	cord	サク	10.0	小	small
索	cord	サク	10.0	十	ten
索	cord	サク	10.0	冖	cloth cover
紫	purple	シ、むらさき	12.0	止	stop
紫	purple	シ、むらさき	12.0	糸	silk
紫	purple	シ、むらさき	12.0	幺	short thread
紫	purple	シ、むらさき	12.0	小	small
紫	purple	シ、むらさき	12.0	匕	spoon
累	accumulate	ルイ	11.0	糸	silk
累	accumulate	ルイ	11.0	幺	short thread
累	accumulate	ルイ	11.0	小	small
累	accumulate	ルイ	11.0	田	field
細	thin	サイ、ほそい、ほそる、こまか、こまかい	11.0	糸	silk
細	thin	サイ、ほそい、ほそる、こまか、こまかい	11.0	幺	short thread
細	thin	サイ、ほそい、ほそる、こまか、こまかい	11.0	小	small
細	thin	サイ、ほそい、ほそる、こまか、こまかい	11.0	田	field
